region,date,average_temperature,highest_temperature,lowest_temperature,rainfall,humidity,sunshine_duration,weather_condition
甘肃,2023-12-01,-1.2,5.1,-5.5,0.0,60.0,9.61,大部晴朗
福建,2023-12-01,14.5,16.5,13.4,0.1,64.0,0.0,小毛毛雨
西藏,2023-12-01,4.3,9.7,-1.7,0.0,49.0,10.08,多云
贵州,2023-12-01,5.0,7.4,3.5,1.8,86.0,1.0,小毛毛雨
辽宁,2023-12-01,-8.1,-3.6,-12.2,0.0,45.0,9.0,大部晴朗
重庆,2023-12-01,10.8,12.1,10.2,2.4,85.0,0.0,中毛毛雨
陕西,2023-12-01,0.8,6.8,-4.4,0.0,51.0,9.0,多云
青海,2023-12-01,-1.4,6.6,-6.9,0.0,49.0,9.7,局部多云
黑龙江,2023-12-01,-16.5,-11.849999999999998,-22.2,0.0,80.0,8.62,大部晴朗
上海,2023-12-02,5.0,10.8,-0.2,0.0,63.0,9.63,多云
云南,2023-12-02,13.9,20.0,8.9,1.2,77.0,7.0,中毛毛雨
内蒙古,2023-12-02,-7.7,-1.6,-12.4,0.0,45.0,9.0,晴天
北京,2023-12-02,0.1,7.7,-4.7,0.0,35.0,8.21,晴天
吉林,2023-12-02,-8.2,-3.8,-12.0,0.0,60.0,7.91,多云
四川,2023-12-02,9.4,12.1,7.7,0.0,78.0,4.02,多云
天津,2023-12-02,-0.4,6.9,-4.6,0.0,41.0,8.25,晴天
宁夏,2023-12-02,-4.6,1.8,-8.6,0.0,41.0,9.0,局部多云
安徽,2023-12-02,6.4,11.8,0.4,0.0,53.0,9.22,多云
山东,2023-12-02,2.8,8.0,-0.3,0.0,41.0,9.0,晴天
山西,2023-12-02,-0.1,5.9,-5.9,0.0,23.0,9.0,晴天
广东,2023-12-02,16.6,21.5,12.6,0.0,57.0,8.42,多云
广西,2023-12-02,16.2,19.3,13.6,0.0,62.0,1.43,多云
新疆,2023-12-02,-1.7,2.2,-4.3,0.0,81.0,8.0,多云
江苏,2023-12-02,4.7,10.9,-0.9,0.0,54.0,9.93,多云
江西,2023-12-02,10.4,13.8,6.5,0.0,52.0,6.29,多云
河北,2023-12-02,0.8,9.6,-5.7,0.0,44.0,8.66,晴天
河南,2023-12-02,4.6,12.4,-2.2,0.0,35.0,9.11,多云
浙江,2023-12-02,6.7,12.4,2.3,0.0,50.0,9.22,多云
海南,2023-12-02,21.7,22.7,20.5,0.0,79.0,0.25,多云
湖北,2023-12-02,8.3,12.4,4.0,0.0,53.0,8.67,多云
湖南,2023-12-02,9.2,11.1,7.1,0.3,63.0,0.35,小毛毛雨
甘肃,2023-12-02,0.4,6.4,-3.8,0.0,56.0,9.5,局部多云
福建,2023-12-02,13.9,17.7,10.8,0.2,54.0,8.96,小毛毛雨
西藏,2023-12-02,4.5,10.1,-0.3,0.0,38.0,10.16,局部多云
贵州,2023-12-02,5.4,8.4,3.8,2.3,89.0,0.0,小毛毛雨
辽宁,2023-12-02,-5.1,-0.2,-9.0,0.0,55.0,9.0,多云
重庆,2023-12-02,11.3,12.8,9.9,0.0,79.0,0.0,多云
陕西,2023-12-02,2.2,9.0,-3.7,0.0,56.0,9.0,多云
青海,2023-12-02,-1.4,5.2,-5.5,0.0,42.0,9.68,局部多云
黑龙江,2023-12-02,-13.1,-7.7,-19.1,0.0,81.0,6.9,多云
上海,2023-12-03,6.3,11.6,2.0,0.0,69.0,9.46,多云
云南,2023-12-03,12.8,18.4,7.9,0.1,79.0,3.61,小毛毛雨
内蒙古,2023-12-03,-4.9,0.1,-8.7,0.0,41.0,9.0,多云
北京,2023-12-03,-0.7,5.8,-4.9,0.0,47.0,8.11,局部多云
吉林,2023-12-03,-5.6,-0.4,-11.9,0.0,58.0,8.95,多云
四川,2023-12-03,9.4,13.9,4.8,1.0,82.0,5.68,中毛毛雨
天津,2023-12-03,-0.1,7.7,-4.2,0.0,49.0,8.26,局部多云
宁夏,2023-12-03,-2.2,7.2,-7.8,0.0,37.0,8.92,多云
安徽,2023-12-03,6.1,12.9,-0.3,0.0,60.0,10.0,多云
山东,2023-12-03,3.9,11.0,-2.8,0.0,38.0,8.92,大部晴朗
山西,2023-12-03,0.7,5.2,-2.5,0.0,27.0,9.0,局部多云
广东,2023-12-03,17.5,22.4,13.5,4.25,65.0,8.42,中雨
广西,2023-12-03,15.5,16.9,14.7,0.0,76.0,0.14,多云
新疆,2023-12-03,-0.9,6.0,-6.4,0.0,70.0,8.0,多云
江苏,2023-12-03,6.2,12.0,2.8,0.0,61.0,9.92,多云
江西,2023-12-03,11.5,14.9,9.4,4.25,59.0,4.12,小雨
河北,2023-12-03,-0.6,8.8,-5.1,0.0,55.0,8.66,大部晴朗
河南,2023-12-03,5.5,12.4,-2.2,0.0,42.0,9.03,多云
浙江,2023-12-03,7.4,13.6,2.3,0.0,60.0,8.76,多云
海南,2023-12-03,22.9,24.1,21.9,0.2,83.0,6.68,小毛毛雨
湖北,2023-12-03,9.8,14.4,5.8,0.0,61.0,7.46,多云
湖南,2023-12-03,10.5,12.8,8.1,0.5,65.0,1.45,小毛毛雨
甘肃,2023-12-03,1.0,6.8,-3.7,0.0,50.0,9.49,多云
福建,2023-12-03,14.4,17.4,12.7,0.4,65.0,0.59,小毛毛雨
西藏,2023-12-03,5.0,9.7,1.0,0.0,29.0,10.17,多云
贵州,2023-12-03,6.5,8.8,5.0,1.7,88.0,0.0,小毛毛雨
辽宁,2023-12-03,-2.8,4.3,-9.4,0.0,58.0,8.99,晴天
重庆,2023-12-03,12.3,14.5,10.2,0.8,80.0,1.02,中毛毛雨
陕西,2023-12-03,2.5,7.8,-0.8,0.0,64.0,8.91,多云
青海,2023-12-03,-1.2,8.0,-6.0,0.0,39.0,9.67,多云
黑龙江,2023-12-03,-10.3,-3.0,-18.9,0.0,77.0,8.61,多云
上海,2023-12-04,8.5,13.6,3.8,0.4,86.0,2.26,小毛毛雨
云南,2023-12-04,12.6,20.4,6.8,0.0,72.0,7.91,多云
内蒙古,2023-12-04,-4.5,1.4,-10.1,0.0,43.0,9.0,多云
北京,2023-12-04,0.1,7.2,-4.2,0.0,47.0,7.45,多云
吉林,2023-12-04,-2.0,1.9,-6.9,0.0,72.0,8.93,多云
四川,2023-12-04,10.5,15.8,6.4,0.0,86.0,7.7,多云
天津,2023-12-04,0.6,7.7,-3.8,0.0,69.0,7.63,多云
宁夏,2023-12-04,1.9,10.4,-4.7,0.0,31.0,8.99,大部晴朗
安徽,2023-12-04,8.6,15.6,2.8,0.0,62.0,7.51,多云
山东,2023-12-04,7.5,13.4,3.1,0.0,52.0,8.84,晴天
山西,2023-12-04,2.1,10.2,-3.3,0.0,30.0,9.0,大部晴朗
广东,2023-12-04,17.8,21.3,15.0,0.0,71.0,8.09,多云
广西,2023-12-04,15.8,19.2,14.4,0.1,79.0,2.13,小毛毛雨
新疆,2023-12-04,2.3,5.1,-1.0,2.8,47.0,4.33,中雪
江苏,2023-12-04,6.8,13.8,0.9,0.0,65.0,5.41,多云
江西,2023-12-04,11.1,15.4,7.8,0.6,72.0,8.04,小毛毛雨
河北,2023-12-04,3.1,9.8,-2.6,0.0,44.0,8.67,多云
河南,2023-12-04,9.9,16.8,2.0,0.0,40.0,9.03,多云
浙江,2023-12-04,7.1,11.1,3.2,0.1,75.0,0.47,小毛毛雨
海南,2023-12-04,22.7,24.5,21.1,1.1,83.0,6.32,小毛毛雨
湖北,2023-12-04,10.4,15.3,6.8,0.0,66.0,9.08,多云
湖南,2023-12-04,10.7,15.8,6.8,0.0,70.0,9.39,多云
甘肃,2023-12-04,2.0,7.8,-2.8,0.0,49.0,9.57,晴天
福建,2023-12-04,14.5,16.1,13.2,4.25,91.0,0.0,小雨
西藏,2023-12-04,5.6,11.3,-1.5,0.0,21.0,9.93,多云
贵州,2023-12-04,7.8,12.5,5.4,1.4,86.0,7.24,小毛毛雨
辽宁,2023-12-04,1.2,6.2,-4.4,0.0,72.0,8.85,局部多云
重庆,2023-12-04,12.5,15.9,9.1,0.1,82.0,3.91,小毛毛雨
陕西,2023-12-04,6.8,15.4,1.0,0.0,61.0,9.0,晴天
青海,2023-12-04,-0.2,7.5,-6.2,0.0,40.0,9.65,大部晴朗
黑龙江,2023-12-04,-5.9,-2.5,-13.4,0.0,85.0,7.71,多云
上海,2023-12-05,8.6,16.4,2.2,0.0,80.0,9.55,多云
云南,2023-12-05,13.8,21.4,7.4,0.0,62.0,10.0,多云
内蒙古,2023-12-05,-2.5,2.6,-6.2,0.0,48.0,6.46,多云
北京,2023-12-05,0.7,8.4,-3.8,0.0,54.0,8.12,多云
吉林,2023-12-05,-0.5,5.4,-7.2,0.0,79.0,6.45,多云
四川,2023-12-05,10.6,12.6,8.6,0.6,87.0,0.0,小毛毛雨
天津,2023-12-05,1.1,8.6,-4.1,0.0,71.0,8.08,多云
宁夏,2023-12-05,1.5,7.7,-3.3,0.0,39.0,7.84,多云
安徽,2023-12-05,9.9,18.4,2.8,0.0,71.0,9.14,多云
山东,2023-12-05,8.5,17.0,0.9,0.0,57.0,8.85,多云
山西,2023-12-05,3.5,10.9,-2.5,0.0,31.0,9.0,多云
广东,2023-12-05,17.7,23.0,13.1,0.0,74.0,9.87,多云
广西,2023-12-05,15.7,19.4,12.0,0.0,84.0,1.16,多云
新疆,2023-12-05,-0.2,5.7,-4.1,0.0,61.0,8.0,多云
江苏,2023-12-05,9.5,17.0,3.2,0.0,72.0,9.75,多云
江西,2023-12-05,10.7,17.1,6.2,0.0,84.0,9.76,多云
河北,2023-12-05,2.4,10.8,-3.8,0.0,60.0,8.67,多云
河南,2023-12-05,12.2,20.0,3.0,0.0,38.0,8.84,多云
浙江,2023-12-05,9.3,17.9,3.5,0.0,79.0,9.05,多云
海南,2023-12-05,22.3,24.9,20.0,0.0,83.0,10.24,多云
湖北,2023-12-05,10.3,17.0,4.7,0.0,74.0,9.59,多云
湖南,2023-12-05,11.0,17.5,5.7,0.0,82.0,9.64,晴天
甘肃,2023-12-05,1.2,6.7,-2.4,0.0,50.0,8.76,多云
福建,2023-12-05,15.1,22.1,11.0,0.0,85.0,10.0,多云
西藏,2023-12-05,3.7,6.8,-0.2,1.1,44.0,7.85,中雪
贵州,2023-12-05,8.1,11.6,3.6,0.0,90.0,0.31,多云
辽宁,2023-12-05,1.3,7.4,-4.9,0.0,87.0,8.96,多云
重庆,2023-12-05,11.5,14.7,7.9,0.0,84.0,0.77,多云
陕西,2023-12-05,7.2,14.8,0.4,0.0,52.0,6.0,多云
青海,2023-12-05,-0.6,8.0,-5.7,0.0,35.0,9.59,多云
黑龙江,2023-12-05,-4.0,2.0,-13.3,0.0,85.0,8.47,多云
上海,2023-12-06,10.9,18.0,6.5,0.0,66.0,9.09,多云
云南,2023-12-06,10.2,12.9,7.0,0.0,61.0,2.49,多云
内蒙古,2023-12-06,-3.1,2.8,-7.1,0.0,51.0,9.0,大部晴朗
北京,2023-12-06,4.6,8.9,-1.0,0.0,32.0,8.23,多云
吉林,2023-12-06,-2.9,1.0,-7.7,0.0,56.0,8.11,多云
四川,2023-12-06,10.3,17.1,5.3,0.0,83.0,7.63,多云
天津,2023-12-06,3.8,9.8,-2.1,0.0,36.0,8.19,多云
宁夏,2023-12-06,3.5,10.5,-2.8,0.0,35.0,8.96,晴天
安徽,2023-12-06,12.0,16.5,6.9,0.0,47.0,9.0,多云
山东,2023-12-06,6.8,11.5,-0.2,0.0,46.0,8.95,多云
山西,2023-12-06,2.7,9.1,-4.2,0.0,35.0,9.0,晴天
广东,2023-12-06,17.5,21.2,15.4,4.1,79.0,4.0,大毛毛雨
广西,2023-12-06,18.5,23.1,15.1,2.4,76.0,6.99,中毛毛雨
新疆,2023-12-06,-1.0,3.1,-4.5,0.0,69.0,8.0,多云
江苏,2023-12-06,11.2,16.6,6.3,0.0,53.0,8.18,多云
江西,2023-12-06,11.5,18.5,7.2,0.0,87.0,8.06,多云
河北,2023-12-06,7.9,13.4,4.1,0.0,30.0,8.67,晴天
河南,2023-12-06,11.1,15.2,7.7,0.0,25.0,9.05,晴天
浙江,2023-12-06,11.3,19.6,5.8,0.0,61.0,8.91,多云
海南,2023-12-06,22.0,23.3,20.9,4.25,90.0,0.0,大毛毛雨
湖北,2023-12-06,12.0,17.9,7.2,0.0,67.0,8.83,多云
湖南,2023-12-06,13.1,20.0,8.6,0.0,74.0,9.0,多云
甘肃,2023-12-06,2.0,13.4,-4.7,0.0,47.0,9.55,晴天
福建,2023-12-06,15.7,21.9,10.1,0.0,76.0,8.98,多云
西藏,2023-12-06,2.5,8.3,-4.0,0.2,49.0,9.95,小雪
贵州,2023-12-06,8.7,14.1,6.1,0.4,81.0,7.39,小毛毛雨
辽宁,2023-12-06,-0.4,3.6,-4.4,0.0,67.0,8.0,多云
重庆,2023-12-06,12.4,17.2,7.8,0.0,83.0,6.36,多云
陕西,2023-12-06,8.5,15.1,2.0,0.0,42.0,9.0,多云
青海,2023-12-06,-0.5,9.1,-6.2,0.0,38.0,9.62,晴天
黑龙江,2023-12-06,-7.0,-0.6,-12.5,0.0,77.0,8.65,多云
上海,2023-12-07,10.3,18.6,2.8,0.0,66.0,9.72,晴天
云南,2023-12-07,10.9,17.9,5.3,0.0,62.0,6.0,多云
内蒙古,2023-12-07,-1.0,6.1,-5.5,0.0,45.0,9.0,大部晴朗
北京,2023-12-07,1.1,7.5,-4.1,0.0,60.0,8.22,晴天
吉林,2023-12-07,-5.3,-2.2,-8.2,0.0,37.0,8.87,多云
四川,2023-12-07,9.0,13.8,4.2,0.0,88.0,0.92,多云
天津,2023-12-07,3.0,11.1,-2.0,0.0,60.0,8.2,局部多云
宁夏,2023-12-07,8.1,12.9,4.4,0.0,19.0,8.95,晴天
安徽,2023-12-07,12.3,20.4,5.4,0.0,59.0,9.97,晴天
山东,2023-12-07,12.6,17.4,7.3,0.0,29.0,8.87,晴天
山西,2023-12-07,4.4,15.9,-1.6,0.0,33.0,9.0,晴天
广东,2023-12-07,17.1,23.2,12.9,0.0,66.0,10.31,多云
广西,2023-12-07,16.4,23.1,11.1,0.0,80.0,10.38,多云
新疆,2023-12-07,1.1,4.8,-1.5,0.0,55.0,3.53,多云
江苏,2023-12-07,11.7,19.0,5.3,0.0,57.0,9.93,晴天
江西,2023-12-07,12.4,20.4,6.9,0.0,77.0,10.0,多云
河北,2023-12-07,10.5,19.9,3.5,0.0,35.0,8.67,晴天
河南,2023-12-07,13.2,24.1,5.1,0.0,35.0,9.0,晴天
浙江,2023-12-07,11.0,20.4,3.0,0.0,64.0,9.91,晴天
海南,2023-12-07,21.1,22.9,19.5,0.1,71.0,10.84,小毛毛雨
湖北,2023-12-07,13.2,20.6,7.4,0.0,62.0,9.52,晴天
湖南,2023-12-07,13.3,21.5,7.6,0.0,72.0,9.65,晴天
甘肃,2023-12-07,4.5,14.1,-1.9,0.0,36.0,9.63,晴天
福建,2023-12-07,14.1,21.4,8.7,0.0,71.0,10.0,晴天
西藏,2023-12-07,2.7,8.5,-3.0,0.1,48.0,8.26,小雪
贵州,2023-12-07,10.2,16.8,3.2,0.0,67.0,10.0,多云
辽宁,2023-12-07,-0.9,3.5,-6.4,0.0,51.0,7.33,多云
重庆,2023-12-07,11.3,17.0,6.7,0.0,89.0,7.23,多云
陕西,2023-12-07,9.5,18.9,3.6,0.0,46.0,9.0,晴天
青海,2023-12-07,-0.6,8.1,-5.7,0.0,28.0,9.61,晴天
黑龙江,2023-12-07,-14.4,-10.6,-17.5,0.0,73.0,8.55,多云
上海,2023-12-08,14.0,22.2,8.4,0.0,62.0,9.63,多云
云南,2023-12-08,11.8,17.5,7.1,0.3,83.0,6.64,小毛毛雨
内蒙古,2023-12-08,-0.0,8.1,-3.5,0.0,45.0,9.0,多云
北京,2023-12-08,3.9,10.3,-1.4,0.0,57.0,8.22,多云
吉林,2023-12-08,1.5,8.9,-6.9,0.4,67.0,5.95,小雪
